gene	pathway	pathway_name
BSGatlas-gene-716	ko00051	Fructose and mannose metabolism
BSGatlas-gene-716	ko01100	Metabolic pathways
BSGatlas-gene-716	ko02024	Quorum sensing
BSGatlas-gene-719	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-720	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-722	ko03010	Ribosome
BSGatlas-gene-723	ko03010	Ribosome
BSGatlas-gene-724	ko03010	Ribosome
BSGatlas-gene-725	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-726	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-727	ko00730	Thiamine metabolism
BSGatlas-gene-727	ko01100	Metabolic pathways
BSGatlas-gene-727	ko01240	Biosynthesis of cofactors
BSGatlas-gene-733	ko00790	Folate biosynthesis
BSGatlas-gene-733	ko01100	Metabolic pathways
BSGatlas-gene-733	ko01240	Biosynthesis of cofactors
BSGatlas-gene-733	ko04122	Sulfur relay system
BSGatlas-gene-735	ko03060	Protein export
BSGatlas-gene-735	ko03070	Bacterial secretion system
BSGatlas-gene-736	ko03060	Protein export
BSGatlas-gene-736	ko03070	Bacterial secretion system
BSGatlas-gene-740	ko03018	RNA degradation
BSGatlas-gene-750	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-750	ko01100	Metabolic pathways
BSGatlas-gene-751	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-751	ko01100	Metabolic pathways
BSGatlas-gene-768	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-768	ko00051	Fructose and mannose metabolism
BSGatlas-gene-768	ko01100	Metabolic pathways
BSGatlas-gene-770	ko00051	Fructose and mannose metabolism
BSGatlas-gene-770	ko00500	Starch and sucrose metabolism
BSGatlas-gene-770	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-770	ko01100	Metabolic pathways
BSGatlas-gene-770	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-777	ko00650	Butanoate metabolism
BSGatlas-gene-793	ko00230	Purine metabolism
BSGatlas-gene-793	ko01100	Metabolic pathways
BSGatlas-gene-802	ko00230	Purine metabolism
BSGatlas-gene-802	ko01100	Metabolic pathways
BSGatlas-gene-802	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-803	ko00230	Purine metabolism
BSGatlas-gene-803	ko01100	Metabolic pathways
BSGatlas-gene-803	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-804	ko00230	Purine metabolism
BSGatlas-gene-804	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-804	ko01100	Metabolic pathways
BSGatlas-gene-804	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-804	ko01240	Biosynthesis of cofactors
BSGatlas-gene-805	ko00230	Purine metabolism
BSGatlas-gene-805	ko01100	Metabolic pathways
BSGatlas-gene-805	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-806	ko00230	Purine metabolism
BSGatlas-gene-806	ko01100	Metabolic pathways
BSGatlas-gene-806	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-807	ko00220	Arginine biosynthesis
BSGatlas-gene-807	ko00230	Purine metabolism
BSGatlas-gene-807	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-807	ko00471	D-Glutamine and D-glutamate metabolism
BSGatlas-gene-807	ko01100	Metabolic pathways
BSGatlas-gene-807	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-808	ko00230	Purine metabolism
BSGatlas-gene-808	ko01100	Metabolic pathways
BSGatlas-gene-808	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-809	ko00230	Purine metabolism
BSGatlas-gene-809	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-809	ko01100	Metabolic pathways
BSGatlas-gene-809	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-810	ko00230	Purine metabolism
BSGatlas-gene-810	ko01100	Metabolic pathways
BSGatlas-gene-810	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-811	ko00230	Purine metabolism
BSGatlas-gene-811	ko00670	One carbon pool by folate
BSGatlas-gene-811	ko01100	Metabolic pathways
BSGatlas-gene-811	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-812	ko00230	Purine metabolism
BSGatlas-gene-812	ko00670	One carbon pool by folate
BSGatlas-gene-812	ko01100	Metabolic pathways
BSGatlas-gene-812	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-813	ko00230	Purine metabolism
BSGatlas-gene-813	ko01100	Metabolic pathways
BSGatlas-gene-813	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-817	ko00230	Purine metabolism
BSGatlas-gene-817	ko01100	Metabolic pathways
BSGatlas-gene-822	ko03420	Nucleotide excision repair
BSGatlas-gene-822	ko03430	Mismatch repair
BSGatlas-gene-823	ko03030	DNA replication
BSGatlas-gene-823	ko03410	Base excision repair
BSGatlas-gene-823	ko03420	Nucleotide excision repair
BSGatlas-gene-823	ko03430	Mismatch repair
BSGatlas-gene-829	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-829	ko01100	Metabolic pathways
BSGatlas-gene-830	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-830	ko01100	Metabolic pathways
BSGatlas-gene-831	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-831	ko01100	Metabolic pathways
BSGatlas-gene-834	ko00561	Glycerolipid metabolism
BSGatlas-gene-834	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-834	ko01100	Metabolic pathways
BSGatlas-gene-834	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-846	ko02024	Quorum sensing
BSGatlas-gene-847	ko02024	Quorum sensing
BSGatlas-gene-859	ko02020	Two-component system
BSGatlas-gene-860	ko02020	Two-component system
BSGatlas-gene-872	ko00052	Galactose metabolism
BSGatlas-gene-872	ko00511	Other glycan degradation
BSGatlas-gene-872	ko00600	Sphingolipid metabolism
BSGatlas-gene-872	ko01100	Metabolic pathways
BSGatlas-gene-874	ko02010	ABC transporters
BSGatlas-gene-875	ko02010	ABC transporters
BSGatlas-gene-876	ko02010	ABC transporters
BSGatlas-gene-877	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-877	ko01100	Metabolic pathways
BSGatlas-gene-879	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-879	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-890	ko00071	Fatty acid degradation
BSGatlas-gene-890	ko00380	Tryptophan metabolism
BSGatlas-gene-890	ko00627	Aminobenzoate degradation
BSGatlas-gene-890	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-893	ko00561	Glycerolipid metabolism
BSGatlas-gene-893	ko01100	Metabolic pathways
BSGatlas-gene-894	ko00500	Starch and sucrose metabolism
BSGatlas-gene-894	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-894	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-894	ko01100	Metabolic pathways
BSGatlas-gene-900	ko00361	Chlorocyclohexane and chlorobenzene degradation
BSGatlas-gene-900	ko00625	Chloroalkane and chloroalkene degradation
BSGatlas-gene-900	ko01100	Metabolic pathways
BSGatlas-gene-900	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-902	ko00627	Aminobenzoate degradation
BSGatlas-gene-902	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-917	ko02010	ABC transporters
BSGatlas-gene-918	ko02010	ABC transporters
BSGatlas-gene-919	ko02010	ABC transporters
BSGatlas-gene-920	ko02010	ABC transporters
BSGatlas-gene-924	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-924	ko01100	Metabolic pathways
BSGatlas-gene-924	ko02024	Quorum sensing
BSGatlas-gene-926	ko02020	Two-component system
BSGatlas-gene-927	ko02020	Two-component system
BSGatlas-gene-929	ko02020	Two-component system
BSGatlas-gene-931	ko00220	Arginine biosynthesis
BSGatlas-gene-931	ko00330	Arginine and proline metabolism
BSGatlas-gene-931	ko01100	Metabolic pathways
BSGatlas-gene-931	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-932	ko00620	Pyruvate metabolism
BSGatlas-gene-932	ko00627	Aminobenzoate degradation
BSGatlas-gene-932	ko01100	Metabolic pathways
BSGatlas-gene-932	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-939	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-939	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-940	ko00561	Glycerolipid metabolism
BSGatlas-gene-940	ko01100	Metabolic pathways
BSGatlas-gene-948	ko00500	Starch and sucrose metabolism
BSGatlas-gene-948	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-949	ko00500	Starch and sucrose metabolism
BSGatlas-gene-949	ko01100	Metabolic pathways
BSGatlas-gene-952	ko00230	Purine metabolism
BSGatlas-gene-952	ko00240	Pyrimidine metabolism
BSGatlas-gene-952	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-952	ko01100	Metabolic pathways
BSGatlas-gene-952	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-956	ko02020	Two-component system
BSGatlas-gene-969	ko03410	Base excision repair
BSGatlas-gene-977	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-977	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-977	ko00620	Pyruvate metabolism
BSGatlas-gene-977	ko01100	Metabolic pathways
BSGatlas-gene-977	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-977	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-977	ko01200	Carbon metabolism
BSGatlas-gene-978	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-978	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-978	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-978	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-978	ko00310	Lysine degradation
BSGatlas-gene-978	ko00380	Tryptophan metabolism
BSGatlas-gene-978	ko00620	Pyruvate metabolism
BSGatlas-gene-978	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-978	ko00640	Propanoate metabolism
BSGatlas-gene-978	ko01100	Metabolic pathways
BSGatlas-gene-978	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-978	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-978	ko01200	Carbon metabolism
BSGatlas-gene-978	ko01240	Biosynthesis of cofactors
BSGatlas-gene-988	ko00500	Starch and sucrose metabolism
BSGatlas-gene-988	ko01100	Metabolic pathways
BSGatlas-gene-990	ko00500	Starch and sucrose metabolism
BSGatlas-gene-990	ko02060	Phosphotransferase system (PTS)
BSGatlas-gene-994	ko00361	Chlorocyclohexane and chlorobenzene degradation
BSGatlas-gene-994	ko00362	Benzoate degradation
BSGatlas-gene-994	ko00622	Xylene degradation
BSGatlas-gene-994	ko01100	Metabolic pathways
BSGatlas-gene-994	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-994	ko01220	Degradation of aromatic compounds
BSGatlas-gene-1005	ko00561	Glycerolipid metabolism
BSGatlas-gene-1005	ko01100	Metabolic pathways
BSGatlas-gene-1013	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-1013	ko02020	Two-component system
BSGatlas-gene-1034	ko03410	Base excision repair
BSGatlas-gene-1036	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1036	ko01100	Metabolic pathways
BSGatlas-gene-1036	ko01212	Fatty acid metabolism
BSGatlas-gene-1040	ko02010	ABC transporters
BSGatlas-gene-1042	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-1042	ko01100	Metabolic pathways
BSGatlas-gene-1042	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1042	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1042	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1048	ko03010	Ribosome
BSGatlas-gene-1049	ko03010	Ribosome
BSGatlas-gene-1050	ko03010	Ribosome
BSGatlas-gene-1051	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1052	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1053	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1054	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1055	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1056	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1057	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1058	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1059	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1060	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1061	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1062	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1063	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1064	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1065	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1066	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1072	ko00730	Thiamine metabolism
BSGatlas-gene-1072	ko01100	Metabolic pathways
BSGatlas-gene-1072	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1075	ko00380	Tryptophan metabolism
BSGatlas-gene-1075	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-1075	ko01100	Metabolic pathways
BSGatlas-gene-1075	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1075	ko01200	Carbon metabolism
BSGatlas-gene-1077	ko00920	Sulfur metabolism
BSGatlas-gene-1077	ko02010	ABC transporters
BSGatlas-gene-1078	ko00920	Sulfur metabolism
BSGatlas-gene-1078	ko02010	ABC transporters
BSGatlas-gene-1079	ko00920	Sulfur metabolism
BSGatlas-gene-1079	ko02010	ABC transporters
BSGatlas-gene-1080	ko00920	Sulfur metabolism
BSGatlas-gene-1080	ko01100	Metabolic pathways
BSGatlas-gene-1082	ko03010	Ribosome
BSGatlas-gene-1085	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-1109	ko02010	ABC transporters
BSGatlas-gene-1128	ko00561	Glycerolipid metabolism
BSGatlas-gene-1128	ko01100	Metabolic pathways
BSGatlas-gene-1130	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-1130	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1131	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-1131	ko00030	Pentose phosphate pathway
BSGatlas-gene-1131	ko00052	Galactose metabolism
BSGatlas-gene-1131	ko00230	Purine metabolism
BSGatlas-gene-1131	ko00500	Starch and sucrose metabolism
BSGatlas-gene-1131	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-1131	ko00521	Streptomycin biosynthesis
BSGatlas-gene-1131	ko01100	Metabolic pathways
BSGatlas-gene-1131	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1131	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1142	ko00730	Thiamine metabolism
BSGatlas-gene-1142	ko00790	Folate biosynthesis
BSGatlas-gene-1142	ko01100	Metabolic pathways
BSGatlas-gene-1142	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1142	ko02020	Two-component system
BSGatlas-gene-1146	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-1146	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-1146	ko01100	Metabolic pathways
BSGatlas-gene-1146	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1146	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1146	ko01200	Carbon metabolism
BSGatlas-gene-1146	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-1146	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1156	ko00561	Glycerolipid metabolism
BSGatlas-gene-1156	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-1156	ko01100	Metabolic pathways
BSGatlas-gene-1156	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1159	ko00220	Arginine biosynthesis
BSGatlas-gene-1159	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-1159	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-1159	ko00330	Arginine and proline metabolism
BSGatlas-gene-1159	ko00350	Tyrosine metabolism
BSGatlas-gene-1159	ko00360	Phenylalanine metabolism
BSGatlas-gene-1159	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-1159	ko00401	Novobiocin biosynthesis
BSGatlas-gene-1159	ko01100	Metabolic pathways
BSGatlas-gene-1159	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1159	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-1159	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1164	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-1167	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-1167	ko01100	Metabolic pathways
BSGatlas-gene-1169	ko00310	Lysine degradation
BSGatlas-gene-1169	ko00330	Arginine and proline metabolism
BSGatlas-gene-1169	ko00360	Phenylalanine metabolism
BSGatlas-gene-1169	ko00472	D-Arginine and D-ornithine metabolism
BSGatlas-gene-1169	ko00473	D-Alanine metabolism
BSGatlas-gene-1169	ko01100	Metabolic pathways
BSGatlas-gene-1174	ko02010	ABC transporters
BSGatlas-gene-1175	ko02010	ABC transporters
BSGatlas-gene-1187	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-1187	ko01100	Metabolic pathways
BSGatlas-gene-1187	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1187	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1209	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-1209	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-1209	ko00680	Methane metabolism
BSGatlas-gene-1209	ko00750	Vitamin B6 metabolism
BSGatlas-gene-1209	ko01100	Metabolic pathways
BSGatlas-gene-1209	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1209	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1209	ko01200	Carbon metabolism
BSGatlas-gene-1209	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1209	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1219	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-1219	ko01100	Metabolic pathways
BSGatlas-gene-1219	ko01501	beta-Lactam resistance
BSGatlas-gene-1220	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-1220	ko01100	Metabolic pathways
BSGatlas-gene-1220	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1220	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1221	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-1221	ko01100	Metabolic pathways
BSGatlas-gene-1221	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1221	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1222	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-1222	ko01100	Metabolic pathways
BSGatlas-gene-1222	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1222	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1225	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1225	ko01100	Metabolic pathways
BSGatlas-gene-1225	ko01212	Fatty acid metabolism
BSGatlas-gene-1233	ko00785	Lipoic acid metabolism
BSGatlas-gene-1233	ko01100	Metabolic pathways
BSGatlas-gene-1233	ko01240	Biosynthesis of cofactors
BSGatlas-gene-1235	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1235	ko00071	Fatty acid degradation
BSGatlas-gene-1235	ko01100	Metabolic pathways
BSGatlas-gene-1235	ko01212	Fatty acid metabolism
BSGatlas-gene-1235	ko02024	Quorum sensing
BSGatlas-gene-1243	ko00071	Fatty acid degradation
BSGatlas-gene-1243	ko00072	Synthesis and degradation of ketone bodies
BSGatlas-gene-1243	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-1243	ko00310	Lysine degradation
BSGatlas-gene-1243	ko00362	Benzoate degradation
BSGatlas-gene-1243	ko00380	Tryptophan metabolism
BSGatlas-gene-1243	ko00620	Pyruvate metabolism
BSGatlas-gene-1243	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-1243	ko00640	Propanoate metabolism
BSGatlas-gene-1243	ko00650	Butanoate metabolism
BSGatlas-gene-1243	ko00900	Terpenoid backbone biosynthesis
BSGatlas-gene-1243	ko01100	Metabolic pathways
BSGatlas-gene-1243	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1243	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1243	ko01200	Carbon metabolism
BSGatlas-gene-1243	ko01212	Fatty acid metabolism
BSGatlas-gene-1243	ko02020	Two-component system
BSGatlas-gene-1244	ko00061	Fatty acid biosynthesis
BSGatlas-gene-1244	ko00071	Fatty acid degradation
BSGatlas-gene-1244	ko01100	Metabolic pathways
BSGatlas-gene-1244	ko01212	Fatty acid metabolism
BSGatlas-gene-1244	ko02024	Quorum sensing
BSGatlas-gene-1245	ko02010	ABC transporters
BSGatlas-gene-1250	ko02024	Quorum sensing
BSGatlas-gene-1258	ko03060	Protein export
BSGatlas-gene-1263	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-1263	ko01100	Metabolic pathways
BSGatlas-gene-1263	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1264	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-1264	ko01100	Metabolic pathways
BSGatlas-gene-1264	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1265	ko00998	Biosynthesis of various secondary metabolites - part 2
BSGatlas-gene-1265	ko01100	Metabolic pathways
BSGatlas-gene-1265	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1290	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-1290	ko01100	Metabolic pathways
BSGatlas-gene-1290	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1290	ko01230	Biosynthesis of amino acids
BSGatlas-gene-1292	ko00906	Carotenoid biosynthesis
BSGatlas-gene-1292	ko01100	Metabolic pathways
BSGatlas-gene-1292	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-1296	ko00562	Inositol phosphate metabolism
BSGatlas-gene-1296	ko01100	Metabolic pathways
BSGatlas-gene-1296	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-1302	ko00230	Purine metabolism
BSGatlas-gene-1302	ko00920	Sulfur metabolism
