BSGatlas-gene-4272 5-ureB-sRNA
BSGatlas-gene-1534 "new RNA feature, independent transcript"
BSGatlas-gene-4768 "new RNA feature, independent transcript"
BSGatlas-gene-2843 "new RNA feature, independent transcript"
BSGatlas-gene-915 "new RNA feature, independent transcript"
BSGatlas-gene-1650 "new RNA feature, independent transcript"
BSGatlas-gene-2266 "new RNA feature, independent transcript"
BSGatlas-gene-935 "new RNA feature, independent transcript"
BSGatlas-gene-1640 "new RNA feature, independent transcript"
BSGatlas-gene-3764 "new RNA feature, independent transcript"
BSGatlas-gene-2957 "new RNA feature, independent transcript"
BSGatlas-gene-3807 "new RNA feature, independent transcript"
BSGatlas-gene-1007 "new RNA feature, independent transcript"
BSGatlas-gene-3544 "new RNA feature, independent transcript"
BSGatlas-gene-2682 "new RNA feature, independent transcript"
BSGatlas-gene-528 "new RNA feature, independent transcript"
BSGatlas-gene-1971 "new RNA feature, independent transcript"
BSGatlas-gene-3691 "new RNA feature, independent transcript"
BSGatlas-gene-195 "new RNA feature, independent transcript"
BSGatlas-gene-1404 "new RNA feature, independent transcript"
BSGatlas-gene-4141 "new RNA feature, independent transcript"
BSGatlas-gene-1678 "new RNA feature, independent transcript"
BSGatlas-gene-2060 "new RNA feature, independent transcript"
BSGatlas-gene-3227 "new RNA feature, independent transcript"
BSGatlas-gene-513 "new RNA feature, independent transcript"
BSGatlas-gene-1375 "new RNA feature, independent transcript"
BSGatlas-gene-2040 "new RNA feature, independent transcript"
BSGatlas-gene-913 "new RNA feature, independent transcript"
BSGatlas-gene-826 "new RNA feature, independent transcript"
BSGatlas-gene-3766 "new RNA feature, independent transcript"
BSGatlas-gene-688 "new RNA feature, independent transcript"
BSGatlas-gene-2265 "new RNA feature, independent transcript"
BSGatlas-gene-1 "new RNA feature, independent transcript"
BSGatlas-gene-3191 "new RNA feature, independent transcript"
BSGatlas-gene-4148 "new RNA feature, independent transcript"
BSGatlas-gene-90 "new RNA feature, independent transcript"
BSGatlas-gene-4145 "new RNA feature, independent transcript"
BSGatlas-gene-1093 "new RNA feature, independent transcript"
BSGatlas-gene-1262 "new RNA feature, independent transcript"
BSGatlas-gene-3364 "new RNA feature, independent transcript"
BSGatlas-gene-1342 "new RNA feature, independent transcript"
BSGatlas-gene-1441 "new RNA feature, independent transcript"
BSGatlas-gene-1857 "new RNA feature, independent transcript"
BSGatlas-gene-2947 "new RNA feature, independent transcript"
BSGatlas-gene-2090 "new RNA feature, independent transcript"
BSGatlas-gene-4752 "new RNA feature, independent transcript"
BSGatlas-gene-2133 "new RNA feature, independent transcript"
BSGatlas-gene-4595 "new RNA feature, independent transcript"
BSGatlas-gene-4177 "new RNA feature, independent transcript"
BSGatlas-gene-3318 "new RNA feature, independent transcript"
BSGatlas-gene-60 "new RNA feature, independent transcript"
BSGatlas-gene-3 "new RNA feature, independent transcript"
BSGatlas-gene-394 "new RNA feature, independent transcript"
BSGatlas-gene-2813 "new RNA feature, independent transcript"
BSGatlas-gene-3614 "new RNA feature, independent transcript"
BSGatlas-gene-2533 "new RNA feature, independent transcript"
BSGatlas-gene-1638 "new RNA feature, independent transcript"
BSGatlas-gene-2716 "new RNA feature, independent transcript"
BSGatlas-gene-596 "new RNA feature, independent transcript"
BSGatlas-gene-2698 "new RNA feature, independent transcript"
BSGatlas-gene-1718 "new RNA feature, independent transcript"
BSGatlas-gene-2911 "new RNA feature, independent transcript"
BSGatlas-gene-4518 "new RNA feature, independent transcript"
BSGatlas-gene-2472 "new RNA feature, independent transcript"
BSGatlas-gene-2742 "new RNA feature, independent transcript"
BSGatlas-gene-252 "new RNA feature, independent transcript"
BSGatlas-gene-3747 "new RNA feature, independent transcript"
BSGatlas-gene-2069 "new RNA feature, intergenic region"
BSGatlas-gene-764 "new RNA feature, intergenic region"
BSGatlas-gene-1252 "new RNA feature, intergenic region"
BSGatlas-gene-2970 "NfeD family protein NfeD1b, resistence protein (against sublancin), accessory role in resistance to cefuroxime"
BSGatlas-gene-3644 "NfeD2, role in maintaining membrane integrity during conditions of cellular stress, confers (together with [[protein|61893B4EB53FBBB9AD8BEEEFFCEFD0FC64544D6F]]) resistance to cefuroxime"
BSGatlas-gene-392 "NH3-dependent NAD+ synthetase"
BSGatlas-gene-3730 nicotinamidase
BSGatlas-gene-2999 "nicotinamide-nucleotide adenylyltransferase"
BSGatlas-gene-3729 "nicotinate phosphoribosyltransferase"
BSGatlas-gene-373 "nicotinate transporter"
BSGatlas-gene-3271 "nicotinate-nucleotide diphosphorylase (carboxylating)"
BSGatlas-gene-4344 "nitrate reductase (alpha subunit)"
BSGatlas-gene-4343 "nitrate reductase (beta subunit)"
BSGatlas-gene-412 "nitrate reductase (catalytic subunit)"
BSGatlas-gene-413 "nitrate reductase (electron transfer subunit)"
BSGatlas-gene-4341 "nitrate reductase (gamma subunit)"
BSGatlas-gene-414 "nitrate transporter"
BSGatlas-gene-1138 "nitric oxide-responsive regulator"
BSGatlas-gene-931 "nitric-oxide synthase"
BSGatlas-gene-1632 "nitrile reductase (NADPH-dependent 7-cyano-7-deazaguanine reductase), synthesis of the modified ribonucleotide queuosine"
BSGatlas-gene-4348 "nitrite extrusion protein"
BSGatlas-gene-4258 "nitrogen-regulated PII protein"
BSGatlas-gene-2678 "non-specific DNA-binding protein Hbsu"
BSGatlas-gene-1953 "nucleoid-associated protein"
BSGatlas-gene-2672 "nucleoside diphosphate kinase"
BSGatlas-gene-3292 "nucleotide pyrophosphatase, [SW|cell division] inhibitor in competent cells, blocks septation during the escape from competence, required for the stability of [[protein|41DFEF8A6BC7E34A6681C26D92F2B08DC120A957]]"
BSGatlas-gene-4413 "nucleotide-sugar-dependent glycosyltransferase, spore coat polysaccharide synthesis"
BSGatlas-gene-4063 "Nudix hydrolase"
BSGatlas-gene-1454 "Nudix hydrolase, similar to mutator MutT protein"
BSGatlas-gene-458 "nutrient receptor"
BSGatlas-gene-457 "nutrient receptor"
BSGatlas-gene-456 "nutrient receptor"
BSGatlas-gene-3878 "nutrient receptor, [SW|germination] response to L-alanine, triggers premature [SW|germination] in response to morphological defects during [SW|sporulation]"
BSGatlas-gene-3877 "nutrient receptor, [SW|germination] response to L-alanine, triggers premature [SW|germination] in response to morphological defects during [SW|sporulation]"
BSGatlas-gene-4182 "nutrient receptor, germination response to the combination of glucose, fructose, and KCl"
BSGatlas-gene-4183 "nutrient receptor, germination response to the combination of glucose, fructose, and KCl"
BSGatlas-gene-911 "N-lysine acetyltransferase, acetylation of the histone-like protein [[protein|EFD8FC875B6787B1512C5FC4C81E7E4C9BD93028|HBsu]]"
BSGatlas-gene-3182 "O-acetyl transferase, provides resistance to lysozyme"
BSGatlas-gene-3200 O-acetylserine-thiol-lyase
BSGatlas-gene-3593 "O-succinylbenzoate synthase"
BSGatlas-gene-3594 "o-succinylbenzoate-CoA ligase"
BSGatlas-gene-1415 "O-succinylhomoserine lyase (L-cysteine, H<sub>2</sub>S, methanethiol, elimination)"
BSGatlas-gene-1607 "O6-methylguanine DNA alkyltransferase"
BSGatlas-gene-251 "O6-methylguanine-DNA methyltransferase"
BSGatlas-gene-2877 octanoyltransferase
BSGatlas-gene-1373 "oligoendopeptidase, inhibits sporulation upon overexpression"
BSGatlas-gene-1363 "oligopeptide [SW|ABC transporter ](ATP-binding protein)"
BSGatlas-gene-1350 "oligopeptide [SW|ABC transporter ](ATP-binding protein)"
BSGatlas-gene-1351 "oligopeptide [SW|ABC transporter ](ATP-binding protein)"
BSGatlas-gene-1364 "oligopeptide [SW|ABC transporter] (ATP-binding protein)"
BSGatlas-gene-1355 "oligopeptide [SW|ABC transporter] (permease)"
BSGatlas-gene-1361 "oligopeptide [SW|ABC transporter] (permease)"
BSGatlas-gene-1354 "oligopeptide [SW|ABC transporter] (permease)"
BSGatlas-gene-1362 "oligopeptide [SW|ABC transporter] (permease)"
BSGatlas-gene-1360 "oligopeptide ABC transporter (binding protein)"
BSGatlas-gene-1353 "oligopeptide ABC transporter, inactive pseudogene in strain 168"
BSGatlas-gene-1352 "oligopeptide ABC transporter, inactive pseudogene in strain 168"
BSGatlas-gene-2141 "oligoribonuclease (nano-RNase), degradation of pGpG"
BSGatlas-gene-3429 "oligoribonuclease (nanoRNase), 3,5-bisphosphate nucleotidase, degradation of pGpG"
BSGatlas-gene-1855 "omega subunit of [SW|RNA polymerase]"
BSGatlas-gene-1612 omega-amidase
BSGatlas-gene-1338 "ornithine carbamoyltransferase"
BSGatlas-gene-4682 "ornithine transaminase"
BSGatlas-gene-1841 "orotate phosphoribosyltransferase"
BSGatlas-gene-1840 "orotidine 5-phosphate decarboxylase"
BSGatlas-gene-1973 "orphan [[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]]-like [SW|germination] protease, contributes to SASP degradation"
BSGatlas-gene-1622 "osmo-sensing two-component sensor kinase, phosphorylates [[protein|9896B99346B0D3F6D57F57377DB253B46135A37A]], part of the [SW|phosphorelay], checkpoint protein that links [SW|sporulation] initiation to [SW|biofilm formation]"
BSGatlas-gene-1996 "outer spore coat morphogenetic protein, controls the assembly of the outer spore coat layer"
BSGatlas-gene-4209 "outer spore coat protein"
BSGatlas-gene-3604 "outer spore coat protein"
BSGatlas-gene-4035 "outer spore coat protein"
BSGatlas-gene-3607 "outer spore coat protein"
BSGatlas-gene-3605 "outer spore coat protein"
BSGatlas-gene-2071 "outer spore coat protein"
BSGatlas-gene-1771 "outer spore coat protein"
BSGatlas-gene-4036 "outer spore coat protein, lipolytic enzyme"
BSGatlas-gene-3672 "outer spore coat protein, spore associated transglutaminase"
BSGatlas-gene-3899 "oxalate decarboxylase"
BSGatlas-gene-2195 "oxalate decarboxylase, inner spore coat protein"
BSGatlas-gene-4394 "oxidase that catalyzes the synthesis of 2-oxo-3-(4-oxocyclohexa-2,5-dienyl)propanoic acid, a precursor to L-anticapsin"
BSGatlas-gene-3789 "p-nitrophenyl phosphatase"
BSGatlas-gene-1778 "pantetheine-phosphate adenylyltransferase"
BSGatlas-gene-2639 "pantothenate synthase"
BSGatlas-gene-100 "para-aminobenzoate synthase (subunit A)"
BSGatlas-gene-101 "para-aminobenzoate synthase (subunit B)/ anthranilate synthase (subunit II)"
BSGatlas-gene-4020 "para-nitrobenzyl esterase"
BSGatlas-gene-2720 "part of haem translocase, required for cytochrome c synthesis"
BSGatlas-gene-2719 "part of heam translocase, required for cytochrome c synthesis"
BSGatlas-gene-947 "part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity"
BSGatlas-gene-946 "part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity"
BSGatlas-gene-2088 "part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor of unknown specificity"
BSGatlas-gene-2087 "part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor of unknown specificity"
BSGatlas-gene-2086 "part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[SW|YndF] germinant receptor of unknown specificity"
BSGatlas-gene-2728 "part of the [SW|condensin] complex, chromosomal origin condensation and segregation"
BSGatlas-gene-2727 "part of the [SW|condensin] complex, chromosomal origin condensation and segregation"
BSGatlas-gene-1881 "part of the [SW|condensin] complex, chromosomal origin condensation and segregation SMC protein"
BSGatlas-gene-1820 "part of the [SW|divisome], recruits [[protein|FtsZ ]]to the membrane"
BSGatlas-gene-568 "part of the [SW|stressosome], control of [[protein|580011DE5DC40EC9E7E0512791D328FAA010DCB8]] activity"
BSGatlas-gene-1982 "part of the <i>ymfK</i> pseudogene"
BSGatlas-gene-1927 "part of the flagellar type III export apparatus  (flagellar Type III secretion system)"
BSGatlas-gene-1924 "part of the flagellar type III export apparatus  (flagellar Type III secretion system)"
BSGatlas-gene-1928 "part of the flagellar type III export apparatus  (flagellar Type III secretion system)"
BSGatlas-gene-1926 "part of the flagellar type III export apparatus  (flagellar Type III secretion system)"
BSGatlas-gene-1925 "part of the flagellar type III export apparatus  (flagellar Type III secretion system)"
BSGatlas-gene-1923 "part of the flagellar type III export apparatus (flagellar Type III secretion system)"
BSGatlas-gene-610 "part of the ICEBs1 conjugation machinery"
BSGatlas-gene-607 "part of the ICEBs1 conjugation machinery"
BSGatlas-gene-606 "part of the ICEBs1 conjugation machinery"
BSGatlas-gene-605 "part of the ICEBs1 conjugation machinery, required for the localization of ConE to the membrane"
BSGatlas-gene-657 "part of the ydzS pseudogene"
BSGatlas-gene-656 "part of the ydzS pseudogene"
BSGatlas-gene-1983 "part of the ymfK pseudogene"
BSGatlas-gene-2024 "part of the ymzE pseudogene"
BSGatlas-gene-2023 "part of the ymzE pseudogene"
BSGatlas-gene-2540 "part of the yoyK pseudogene"
BSGatlas-gene-2539 "part of the yoyK pseudogene"
BSGatlas-gene-2741 "part of the ypuC pseudogene"
BSGatlas-gene-2743 "part of the ypuC pseudogene"
BSGatlas-gene-3044 "part of the yqbN pseudogene"
BSGatlas-gene-3132 "part of the yrdD pseudogene"
BSGatlas-gene-3133 "part of the yrdD pseudogene"
BSGatlas-gene-3131 "part of the yrdD pseudogene"
BSGatlas-gene-4539 "part of the yxiT pseudogene"
BSGatlas-gene-3048 "part of type I toxin/antitoxin system, control of TxpA toxin expression"
BSGatlas-gene-1494 "PBSX phage RNA polymerase sigma factor"
BSGatlas-gene-1514 "PBSX prophage"
BSGatlas-gene-1518 "PBSX prophage"
BSGatlas-gene-1505 "PBSX prophage"
BSGatlas-gene-1499 "PBSX prophage"
BSGatlas-gene-1502 "PBSX prophage"
BSGatlas-gene-1498 "PBSX prophage"
BSGatlas-gene-1503 "PBSX prophage"
BSGatlas-gene-1519 "PBSX prophage"
BSGatlas-gene-1501 "PBSX prophage"
BSGatlas-gene-1490 "PBSX prophage"
BSGatlas-gene-1486 "PBSX prophage"
BSGatlas-gene-1517 "PBSX prophage"
BSGatlas-gene-1489 "PBSX prophage"
BSGatlas-gene-1512 "PBSX prophage"
BSGatlas-gene-1515 "PBSX prophage"
BSGatlas-gene-1513 "PBSX prophage"
BSGatlas-gene-1509 "PBSX prophage"
BSGatlas-gene-1511 "PBSX prophage"
BSGatlas-gene-1497 "PBSX prophage"
BSGatlas-gene-1510 "PBSX prophage"
BSGatlas-gene-1492 "PBSX prophage"
BSGatlas-gene-1493 "PBSX prophage"
BSGatlas-gene-1520 "PBSX prophage lytic exoenzyme"
BSGatlas-gene-1506 "PBSX prophage, similar to R-Type bacteriocin tube protein"
BSGatlas-gene-1496 "PBSX terminase (large subunit)"
BSGatlas-gene-1495 "PBSX terminase (small subunit)"
BSGatlas-gene-2192 "pectate lyase"
BSGatlas-gene-924 "pectate lyase C"
BSGatlas-gene-4082 "pectate lyase C"
BSGatlas-gene-4594 "penicillin acylase"
BSGatlas-gene-1219 "penicillin-binding protein 2C"
BSGatlas-gene-4367 "penicillin-binding protein 2d"
BSGatlas-gene-3701 "penicillin-binding protein 4"
BSGatlas-gene-2158 "penicillin-binding protein 4A, D-alanyl-D-alanine carboxypeptidase"
BSGatlas-gene-20 "penicillin-binding protein 5, major D-alanyl-D-alanine carboxypeptidase"
BSGatlas-gene-2760 "penicillin-binding protein I, D-alanyl-D-alanine carboxypeptidase"
BSGatlas-gene-4026 "penicillin-binding protein PBP 4* (spore cortex)"
BSGatlas-gene-1988 "penicillin-binding protein X"
BSGatlas-gene-4522 "peptidase T (tripeptidase), zinc-dependent"
BSGatlas-gene-4313 "peptide chain release factor 1"
BSGatlas-gene-4119 "peptide chain release factor 2"
BSGatlas-gene-2554 "peptide methionine sulfoxide reductase"
BSGatlas-gene-2553 "peptide methionine sulfoxide reductase"
BSGatlas-gene-1445 "peptidoglycan deacetylase C"
BSGatlas-gene-2267 "peptidoglycan hydrolase (amidase)"
BSGatlas-gene-359 "peptidoglycan hydrolytic L,D-endopeptidase"
BSGatlas-gene-4180 "peptidoglycan N-acetylglucosaminidase"
BSGatlas-gene-3655 "peptidoglycan N-acetylglucosaminidase"
BSGatlas-gene-2703 "peptidoglycan-binding protein, likely involved in sidewall synthesis during cell growth"
BSGatlas-gene-1818 "peptidoglycan-editing factor, prevents incorporation of glycine or L-serine into the PG sacculi"
BSGatlas-gene-2747 "peptidyl-prolyl isomerase"
BSGatlas-gene-1561 "peroxiredoxin , protects the cell against organic peroxides"
BSGatlas-gene-471 "petrobactin (3.4-catecholate siderophore) [SW|ABC transporter]  (binding protein), major component of the secretome"
BSGatlas-gene-470 "petrobactin (3.4-catecholate siderophore) [SW|ABC transporter] (ATP-binding protein)"
BSGatlas-gene-468 "petrobactin (3.4-catecholate siderophore) [SW|ABC transporter] (permease)"
BSGatlas-gene-469 "petrobactin (3.4-catecholate siderophore) [SW|ABC transporter] (permease)"
BSGatlas-gene-885 "pH-dependent calcium leak"
BSGatlas-gene-771 "phage shock protein A homolog"
BSGatlas-gene-1484 "phage-derived gamma polyglutamate hydrolase"
BSGatlas-gene-2408 "phage-derived gamma polyglutamic acid hydrolase"
BSGatlas-gene-2025 "phage-derived gamma polyglutamic acid hydrolase"
BSGatlas-gene-2095 "phage-derived gamma polyglutamic acid hydrolase, sporulation protein"
BSGatlas-gene-2520 "phage-derived sublancin S-glycosyltransferase"
BSGatlas-gene-448 "phenolic acid decarboxylase"
BSGatlas-gene-4022 "phenolic acid decarboxylase"
BSGatlas-gene-449 "phenolic acid decarboxylase"
BSGatlas-gene-450 "phenolic acid decarboxylase, reversible nonoxidative vanillate/4-hydroxybenzoate decarboxylase subunit"
BSGatlas-gene-3358 "phenylalanyl-tRNA synthetase (alpha subunit), universally conserved protein"
BSGatlas-gene-3357 "phenylalanyl-tRNA synthetase (beta subunit)"
BSGatlas-gene-1242 "phosphatase involved in isopentenol (isoprenoid) biosynthesis"
BSGatlas-gene-2922 "phosphate [SW|ABC transporter ](ATP-binding protein)"
